ride_id,week_of_day,member_casual,ride_length
069E7F44F6D88E66,Thursday,member,393
06A39FE27A1C9F56,Sunday,member,9088
06AA47E8F81222F8,Friday,casual,1902
06BF650223B7C2C6,Wednesday,member,972
06D75D8F4929B15B,Wednesday,member,556
06DCD05489DD2B50,Friday,member,270
06E32D56F6EA0668,Monday,member,327
06E55B75211A6A1F,Saturday,member,316
06E95FDB6B412071,Saturday,member,1342
0710013C954AB776,Saturday,member,416
0719389BE55A2089,Wednesday,member,603
073794E946AB3963,Saturday,member,767
073A61E1224827A1,Wednesday,member,1684
07561A2B903DE084,Tuesday,member,1272
075EA18DF32C40E4,Thursday,casual,1829
075FB408D7FD1E58,Saturday,member,724
07615465CDC3ED01,Wednesday,member,284
07668796F719CF79,Monday,casual,627
07693D7709E898DA,Friday,member,278
0776B7BBEBF375C6,Tuesday,member,572
0782A6B1C7099BC8,Sunday,member,900
0787DEBFBDF01E0F,Friday,member,681
078D3CD04E6E0E8A,Sunday,member,1354
07A32F27E20B4F2E,Friday,casual,2615
07CEE420B9DCE0F4,Thursday,member,541
07F0F2120D2E4CF5,Thursday,member,417
07F1F6A27AB0436E,Monday,member,165
07F8CED9AC1381AA,Thursday,member,2566
08034BB76EFDD856,Monday,member,637
0820A8D0228CCCE1,Thursday,casual,568
08418571322A6ED5,Saturday,member,864
084ED54CB8AAAE38,Wednesday,member,1234
0866871D6D12B29E,Friday,member,2556
08700340089F983D,Sunday,member,2940
0873E44D13DF48C8,Tuesday,member,815
08A670563BD030CD,Friday,member,463
08BD8D545A6AC250,Wednesday,casual,637
08C86422A0410A16,Thursday,member,652
08DE4F2DB98A3DD7,Thursday,member,313
08F3346C9F462B50,Monday,member,977
0914C24AF7467FF2,Monday,member,458
091EDD307ADB54BD,Friday,member,2013
09275CC10F854E9E,Monday,member,335
09636BB758573331,Tuesday,member,376
09674E5023333B33,Wednesday,member,845
0967721A9C76093C,Monday,casual,433
096D38E33122AC6E,Wednesday,casual,309
09A368C86C379EAE,Monday,member,158
09BD39967CCCBFB3,Thursday,member,97
09D8CEED52E66CD4,Monday,member,544
09E261542615033B,Friday,member,293
0A04100778CE3E9A,Friday,member,432
0A1E84517B02B917,Thursday,member,505
0A30187F359A95D0,Friday,member,596
0A34DD08B59157A4,Saturday,casual,1661
0A387D74B4A46CD1,Wednesday,casual,716
0A554532062F7ABC,Tuesday,member,2657
0A5F050EC7C6855A,Friday,member,425
0A66CE23765828F4,Sunday,member,590
0A7E5F2BF355A4A8,Monday,member,158
0A81F10C5AF72D81,Saturday,member,389
0A84EB8CEE5C1470,Tuesday,member,369
0A941210F471A2F0,Tuesday,member,198
0AC9044E8FDB2FA1,Monday,member,316
0B128EFAF2E56F7A,Monday,member,530
0B1E158F7B8C66A1,Tuesday,member,626
0B2A0FA1D7E03AC1,Thursday,member,1860
0B381D1E5018F98F,Friday,casual,899
0B575AD2262C4375,Wednesday,member,351
0B57C2F53A6C9001,Sunday,member,332
0B693ABC1BB53C18,Monday,member,767
0B870D2C187CE5F6,Tuesday,member,1023
0BBC29EAD0E6DA5D,Tuesday,member,202
0BC5A1AA2EDD087A,Monday,member,600
0BC829F0C3660E6F,Monday,member,448
0BD11C4340001C9B,Monday,member,988
0BD430F7B7DAC282,Saturday,member,91
0BE7B88009BC1D02,Sunday,member,1693
0BF49469DDBE5D7E,Monday,member,511
0C169442B91A5DE5,Wednesday,member,369
0C1CE1B9FC10221B,Wednesday,member,2452
0C3B5D20038D37BF,Friday,member,1341
0C3E0C4232B75D76,Saturday,member,496
0C4603780E4F4A82,Thursday,member,1715
0C4D1DE10D5BE853,Tuesday,member,425
0C53441DD8DD170A,Tuesday,member,830
0C73A2062FCF4B65,Tuesday,member,2546
0CB6DCF39E25E605,Monday,member,696
0CB7C7C59C84295B,Thursday,member,906
0CCB26AB83A88DF2,Monday,member,443
0CD125C9F9A410F6,Friday,member,612
0CDA2184040A4645,Friday,casual,429
0D1F489A17E9EE24,Friday,member,498
0D48E06BE55CA893,Wednesday,casual,209
0D4A2DF8AF98C529,Tuesday,member,564
0D508096684592FE,Wednesday,member,497
0D5582A7C9AF787B,Monday,member,739
0D700E9EC7ACABBD,Tuesday,member,282
0D75792C9018FD10,Monday,member,2132
0D77880315B288B1,Tuesday,member,725
0D87449B409681EB,Sunday,member,1827
0D96115DB1BE61E5,Sunday,member,1870
0D9755D262AE46C6,Thursday,member,788
0DA43A46C0340F1F,Thursday,member,466
0DBE80D76D0AAFAE,Tuesday,member,215
0DD51E001BE66381,Friday,member,623
0DD70A67116DFB10,Tuesday,member,682
0DE9FBED0200A366,Tuesday,member,307
0DF07E5D71F968B9,Friday,member,492
0DF5AB3A5CF43D7C,Saturday,member,1333
0DF832C37131022B,Monday,member,538
0E115DEB5977235C,Friday,member,182
0E24D2C1AA3F6E51,Thursday,member,2485
0E27A6D337AE116E,Friday,member,276
0E311D8C5ADD59FB,Tuesday,member,204
0E4327E78249863B,Wednesday,member,264
0E4464BBF2E0718A,Tuesday,member,206
0E54F474BF914CB9,Friday,member,530
0E65FB2BB788D6B4,Tuesday,member,595
0E73DFC9548C7A28,Thursday,member,546
0E7D1F683D502FA9,Friday,member,1456
0E7E9B5305EDAB8D,Tuesday,member,771
0EBAEF2FDC0CB943,Friday,member,3097
0EBE7114B9F69181,Tuesday,member,717
0ECBD95ED63EA28B,Sunday,member,624
0ED2397361304EDF,Friday,member,669
0EDD906628861314,Friday,member,2797
0EDE6516491E4B50,Wednesday,member,603
0EE26E4999983F46,Friday,member,437
0EF5E14DBF97D303,Sunday,member,1216
0F02253E94EBF028,Thursday,member,1166
0F02C2E964A8D68B,Saturday,member,107
0F0DAA45CB2FB183,Friday,member,83
0F1ACA80E21B440C,Sunday,member,301
0F1FFB110A27BE23,Wednesday,member,1054
0F34091EADA54588,Thursday,casual,1798
0F38198D982986CC,Wednesday,member,778
0F3CA554A73F7CF5,Tuesday,member,115
0F4196C80A5DE4B9,Friday,member,1303
0F57A20B8D632017,Monday,member,303
0F7FD77330B229C6,Thursday,casual,571
0F955AAFA82DFA7A,Sunday,member,523
0FA75F3A2DB7A497,Friday,member,436
0FADE2F08D3625B5,Wednesday,member,575
0FC928C9B2F3CAC6,Saturday,casual,424
0FEED5C2C8749A1C,Tuesday,member,360
100DB9C5034103BB,Saturday,member,456
1027695D81E7423E,Friday,member,287
10319D18CB77B59F,Wednesday,member,178
1032807190FA444D,Sunday,member,316
104874EBD410E289,Monday,member,1093
105896AE339BB558,Thursday,member,976
105B37C098254FB9,Saturday,member,1262
10647E8A3927F437,Thursday,member,1229
1068B0F53E800081,Monday,member,402
106B20BC04EC1C5B,Thursday,casual,1454
107316037ADA49FF,Friday,member,396
108A221685F4DC10,Thursday,member,736
10C58AD5BCFF9EDE,Saturday,casual,1652
10C6999652539629,Wednesday,member,447
10CB83C05361E8AF,Wednesday,member,2591
110CEB03ADECA109,Friday,member,1582
112296760BED4F74,Tuesday,member,226
112687588C55D0A2,Sunday,casual,1092
1128A12B04754B1C,Sunday,member,221
1155952EDAD852A6,Thursday,member,184
11680F7E9A978E4B,Saturday,member,341
1187206D1BE95825,Saturday,member,1570
118B444BFF0AFA9D,Tuesday,member,445
1193154A9D6691D3,Wednesday,member,723
11ADA5557D1A3DE2,Friday,member,1294
11B916502A821DE6,Tuesday,member,493
11C709B6F82335CB,Wednesday,member,238
11D4763F8CACDB22,Friday,member,181
11DD597267407AE9,Sunday,member,331
120382A6418D8F2C,Wednesday,member,346
122AFEA43329FA05,Sunday,member,447
1239E4559DB2E313,Thursday,member,419
123DA26088FE226A,Friday,member,493
1246C90D6D707DF7,Monday,member,234
12616975D49B1AEC,Tuesday,member,670
126DE8AC84BCAEF8,Sunday,member,784
127416475F07CA83,Friday,member,518
127AD348A6469017,Wednesday,member,340
128D6FE16BBF0713,Monday,member,968
12957AB324FCDB2F,Wednesday,member,277
12BA905548441ECD,Friday,member,968
12E8752B28B3CE54,Sunday,casual,589
12ECE42E285D53A4,Monday,member,785
12F1613E044EA60E,Thursday,member,1743
130035EE49D190EF,Monday,member,590
131F2489723BD4E5,Sunday,casual,393
1329F67E00A61F6F,Saturday,member,257
1334B016311C30B7,Wednesday,member,638
1362926FD6FF37F2,Wednesday,member,78
1365CEC47ECB8D03,Saturday,member,534
138A40106613D310,Wednesday,member,681
13A5B3BC0C822449,Friday,member,1200
13AF9D8EB5741DCF,Sunday,member,1493
13C00A0123E9E9BB,Tuesday,member,324
13C263A3079BE7DA,Wednesday,member,114
13DA7A933E896C2F,Friday,casual,1700
13DC6EC37FB624AD,Thursday,member,254
13FADF8CA118C985,Tuesday,casual,1097
142FC5D13C004020,Tuesday,member,759
143EC1B31707A10D,Monday,member,650
144A7A47CA9BFB21,Wednesday,casual,1029
14648E761414939F,Sunday,casual,570
1466C050DE2001DD,Tuesday,casual,439
146F7BA33010D521,Wednesday,casual,709
1474DBB26F118441,Friday,member,530
14908B0B61959FB5,Monday,member,400
14B08A5D119E16EB,Monday,member,204
14D586C59B040DAF,Monday,member,1947
1506AAFAD01A0B72,Sunday,member,756
15098727A6A6617A,Tuesday,member,682
150E9A20E1F89A6A,Friday,member,442
153D820ED9BF1A08,Friday,member,444
154C44F9D3F9659C,Tuesday,member,786
15544D48E19A6735,Wednesday,member,475
15577D4476D1AC03,Sunday,member,667
155A2CEB353687B9,Saturday,member,2208
1560FA81C28DE939,Saturday,member,1127
1578D41998D3B446,Sunday,casual,665
1595A43CA89D5000,Friday,member,485
15D65761028F3D33,Thursday,member,672
15F5D7167B4405CC,Wednesday,member,232
15F908A138A962E3,Sunday,member,2158
16101D9565C00BD5,Sunday,member,826
16140009975384EB,Wednesday,casual,3381
1615EFAD5542A0BF,Tuesday,member,942
1626130F21D6CE88,Friday,member,584
162D8EE48B8EE629,Wednesday,member,503
1635DEBEDD83B6A5,Wednesday,member,799
1642CBCBD7DC0B0B,Wednesday,member,850
168C87F61E95A644,Saturday,casual,1771
169F9D36F6092AAE,Saturday,casual,836
16A2EA0255C4E646,Thursday,member,760
16B7BE9D571578D5,Tuesday,member,396
16C915E382E0D2C0,Wednesday,member,1056
17176D8E187A2962,Tuesday,member,434
17220CCEDCCFFD6C,Thursday,member,299
17256C0152B84091,Wednesday,member,260
172B20A279A7176E,Monday,member,456
1737F193B86BA018,Sunday,member,1361
1758762FF4459607,Tuesday,member,250
1773C1B3BDCED90C,Thursday,member,715
1776623A44A5C9FD,Tuesday,member,148
177909D2212AA8B9,Tuesday,member,114
17833B61BE7457FB,Tuesday,member,733
178A94796DFAA37E,Thursday,member,233
1799B6FA6316E5FC,Wednesday,member,294
179F719815B8767D,Tuesday,member,198
17D7D470AD825D23,Wednesday,member,531
17DCBC62819E7612,Saturday,member,820
183A1EB9B37D3805,Tuesday,member,715
1841AF34B722E3B3,Wednesday,member,1140
187C5441E50EC11E,Friday,member,410
1891CE957F01F5D0,Tuesday,member,509
18957013A6961C23,Monday,member,634
18BA536217E23C3A,Tuesday,member,1159
18C534DA1443CFD4,Tuesday,casual,1107
18DC77B2373141E3,Sunday,member,1171
1923090E129963AC,Saturday,member,167
193312ED6078EDA7,Saturday,member,2053
1933DC63D5E404DD,Tuesday,member,557
1999DE9A9B48DF2D,Tuesday,member,173
19A2D3E135B9B2EF,Saturday,member,682
19B42CB548C4D906,Sunday,member,575
19C6C1690254219D,Thursday,member,1342
19C84F21AE672FF6,Thursday,member,143
19CE66E6626FD534,Saturday,member,176
19CEF4A393F5F6FF,Saturday,member,624
19EDAB43F5054810,Wednesday,member,1717
1A0D26C35F7CA552,Thursday,member,232
1A0D4FFABD2A8729,Tuesday,casual,616
1A14E80B0240107C,Friday,casual,992
1A374EEF036E8A65,Thursday,member,485
1A3A5DB1CFB10763,Friday,casual,2251
1A3C356FDED41581,Wednesday,member,846
1A45E7F0ADA6FFD6,Saturday,casual,420
1A4AFEBA4D3E16BC,Sunday,member,1492
1A4BECAACBDAB986,Tuesday,member,468
1A4EA0E86B86D3BD,Monday,casual,562
1A5CD08006EAA7F9,Wednesday,member,162
1A6D74EFC0BE4A8A,Monday,member,425
1A8598216CBBCB37,Monday,member,629
1AA22CFF80C74FF9,Wednesday,member,309
1AA6357D7CB60390,Thursday,member,652
1AA91AFDF3578F5C,Saturday,member,370
1AAACDF7EA60D158,Wednesday,member,238
1AC24153394084B9,Saturday,member,222
1AC4FFF59C4F1E5D,Sunday,casual,482
1AC95084803534A5,Tuesday,member,1039
1AFAFF8CA42B6D1E,Monday,member,397
1B23C6F442E53B58,Friday,member,527
1B3D361D7B022259,Friday,member,2354
1B48F8FB5DC3ABBB,Monday,member,395
1B4B1ADD49D4F3E9,Wednesday,casual,543
1B63B311CDB93B78,Wednesday,member,104
1B7794D4687526EA,Thursday,member,1184
1B86F5DCE2524CEF,Saturday,casual,653
1B900638447A634C,Monday,casual,451
1B9E463B6D1F7691,Sunday,casual,4141
1BA91F2DF4BE65ED,Friday,member,969
1BC82B2DFE870AF5,Tuesday,member,218
1BE9C8D57E2E0F1C,Friday,member,371
1BFD1371C2086CDE,Friday,member,741
1BFE68199641B41A,Sunday,casual,830
1C198D544C1C56FC,Friday,member,841
1C1C624D8158BECA,Saturday,casual,883
1C1CBF8EF4582598,Saturday,casual,678
1C24FE7D25084298,Sunday,casual,4255
1C30DDBA8AC51EE2,Tuesday,member,284
1C4B78483BFF2BBC,Sunday,member,1337
1C62CA6F368ABCAD,Sunday,member,2471
1C641D6869DBF2AB,Wednesday,casual,1709
1C6C03A19009A9F0,Monday,member,310
1C73E52D702F0C52,Monday,member,308
1C81B4368BE5187F,Friday,member,1343
1C8D6A2AF399454A,Thursday,casual,363
1C8F3AD42A979B27,Saturday,member,1324
1C9E232EB46DE934,Wednesday,member,494
1CADF707C2CF99E6,Tuesday,member,616
1CBCE5D4017DE319,Wednesday,casual,271
1CBDF9C5B715CFE6,Monday,member,717
1CCF093098A693B8,Monday,member,410
1CD0367199C671A5,Thursday,member,546
1CD9238A99A1BEF2,Tuesday,member,1166
1CF44D59C53505DE,Friday,casual,1397
1D12BD19F002A36A,Wednesday,member,650
1D21231F17340CD3,Saturday,member,596
1D48E4CEA318A9A2,Friday,member,468
1D668E99B1A96C72,Sunday,member,649
1D74F02A70383463,Sunday,member,352
1D892A81A1563EFF,Thursday,member,373
1D918366A92F7D17,Wednesday,member,535
1DE6C49FAFB589C9,Tuesday,member,572
1DFD6DCF96E06AD0,Friday,member,561
1E15780F8FE4EA90,Thursday,member,2517
1E403CA9F8ADB6E2,Friday,casual,451
1E576B7D57049B2A,Friday,casual,1157
1E6894DD98C2FBEE,Monday,member,430
1E69CA35923ECD01,Friday,member,424
1E70D23AF6DBD9CE,Thursday,casual,1297
1E7854B6522B1F54,Wednesday,member,757
1E9E90342783F7F3,Monday,member,307
1EAE4D8040A822E9,Saturday,member,822
1EAF8FB620EA3ACE,Saturday,member,1468
1ECFC45169F2C792,Monday,member,379
1EE7145C09D74F27,Thursday,member,652
1EF81ED74C66F500,Thursday,member,342
1EFAFD511BEF2F67,Tuesday,member,1571
1F1B79A5A1D4BB4A,Saturday,member,2145
1F1B8609ACC32993,Wednesday,casual,875
1F290CC8D700D17B,Friday,member,592
1F34F61253AE161B,Thursday,member,207
1F733989787DE3A9,Saturday,casual,442
1F7B3372D020CCDC,Friday,casual,518
1F9981C3157B5ED3,Tuesday,member,474
1FC6226C7BF02517,Tuesday,member,194
1FFBAE4783E8864A,Wednesday,casual,464
2002DDF9E3F4A461,Friday,member,211
20032A0C8C3F0510,Monday,member,154
201BA0D8DFDAF0D4,Saturday,member,1516
205725F7EB09C48C,Friday,casual,904
206515F816574B58,Monday,member,613
20773FE55227B3D9,Wednesday,member,1043
20784DC9E77CE2E7,Thursday,member,1364
207CD244BDAF7219,Sunday,member,100
207F7925A4520B88,Tuesday,member,240
20999CEEC82156A0,Tuesday,member,348
20A2B16CBBEC82C0,Sunday,member,703
20C2DE098C968D56,Tuesday,member,481
20D4571688DDF5E8,Thursday,member,1400
20E853777E7521F6,Monday,member,83
20F50A88D367EEC6,Thursday,member,2778
212743F307981FD1,Saturday,member,686
212C86B68B854095,Monday,member,60
21317706D077C347,Thursday,casual,818
213EF4EE2CA5BBDE,Friday,casual,1211
2154AAF562D5B13C,Sunday,casual,316
2160F9F10E69E84E,Wednesday,member,265
2163C7B1BA50F903,Sunday,member,250
217AD84C48D61B00,Sunday,member,922
2182C586B9AD4D52,Thursday,member,622
21859D328B30C881,Friday,member,223
219F2ED038F5066B,Sunday,member,342
21B5F4BA9CC4DA3D,Wednesday,member,129
21B6C609165B0608,Thursday,casual,2112
21E98F9A0D112524,Wednesday,member,269
22001646989CEAD7,Sunday,member,654
22009B49A814D036,Friday,member,427
22061C2B739015BD,Thursday,member,1531
222685DF5F36FC93,Sunday,member,733
2227B156062748B0,Saturday,member,700
222BE689AB3E85AD,Thursday,casual,409
2239CD2211BD8517,Friday,member,285
224404FB6916EDB1,Friday,member,667
224C9DEC9F48437C,Tuesday,casual,444
2263DEF2F3484ACB,Saturday,member,619
2292876FBA4DB1A9,Wednesday,member,435
22AB5F5DCC329077,Monday,member,472
22D91C63C7196DFD,Saturday,member,643
22DE5A05A2CBF7B6,Friday,member,941
22F498114B043FF2,Monday,member,464
22FEB6D80BF5044F,Wednesday,member,130
23025FF9D6C59FB3,Monday,casual,726
230BD5A777C9CB90,Sunday,member,304
2310E3B7A8417C62,Friday,member,334
23117CAEAA5D604C,Tuesday,member,225
2319E54089E12D80,Saturday,member,1908
2325056F456CA93F,Tuesday,member,665
23389E6098E9D8E1,Wednesday,member,1124
234F4255BBA0D22B,Friday,member,989
23782A981CFE3F62,Saturday,member,1063
2391052D7B4EF7D5,Tuesday,member,546
239EF7E3D05818F9,Monday,casual,165
23B3878A1571F391,Saturday,casual,1095
23C71894A47494D3,Sunday,member,649
23CC29DC14A6E221,Tuesday,member,307
23D0610804D14F84,Friday,member,543
23D1C279AF426F9C,Friday,member,456
23E4AA0317163B96,Tuesday,member,971
241C56C657E0BDF5,Tuesday,member,668
24222C8CD2521DAB,Sunday,member,1234
243E0187602936C1,Wednesday,member,439
244577B6DD9957DF,Saturday,member,183
244A3221D6B46962,Saturday,casual,1625
247773A1FDA0BFF9,Sunday,member,2165
247FF56F72F39F2D,Sunday,member,229
24B6C159496E67C4,Friday,member,249
24C1BE8BA30546A8,Saturday,member,432
24F332E809F3CD00,Monday,member,986
2505BC870AA2D6AA,Friday,member,907
251E9B0F1BADC189,Thursday,casual,1070
25336ABA7675D42C,Saturday,member,199
254313CE19F6686F,Tuesday,member,1223
255CE60737ACFD42,Wednesday,member,1023
257F4DCB8DEDAA40,Friday,member,1901
2583A2BFE4328E46,Tuesday,member,2426
25879F14E2893212,Wednesday,member,683
2593A6305CB88E1D,Tuesday,member,1734
25C20A9A4C566447,Wednesday,member,684
260C976F24BB6810,Friday,member,799
2613061370C42CE5,Sunday,member,227
262D3D9528898702,Tuesday,member,733
265CCA8E2AB871A2,Wednesday,member,1064
268CBD0FD74A3145,Friday,member,643
268D320BDEB13B25,Monday,casual,1537
26B120FFCA2FF3FE,Wednesday,member,232
26B38436D8F3F99F,Saturday,casual,1100
26BD159C9F919EEA,Monday,casual,954
26BD3EFCC9423DED,Friday,member,141
26C547BA246FDAF4,Sunday,member,241
26D02C6D374F4148,Saturday,member,412
27A79098C7324455,Sunday,member,1878
27C2A6FFFC01AF89,Wednesday,member,171
27F57B72E7EC8C25,Wednesday,member,289
28015DD434E6505D,Monday,member,44
2811D28D9FE6E9FC,Friday,member,673
28277F063426CF99,Friday,member,1145
2832126F6451F6E9,Tuesday,member,2318
28662A3F5ED4D7DE,Thursday,member,1078
28692DC126F9C3C9,Friday,member,204
287481A18CA7AA08,Friday,casual,747
288F423C447E9A53,Friday,member,430
28A253696134B43C,Friday,member,944
28AA6D5F3FA5F5BD,Thursday,member,318
28AF3CBC03A3C99C,Saturday,member,421
28C24C6F055099AC,Wednesday,casual,304
28CE185B7EDFFA59,Sunday,member,316
28CFBFD6C593B303,Monday,casual,1323
28DB4529570AF825,Wednesday,member,339
28E5BE3BD6D52814,Wednesday,casual,650
28E78CDE4637A8F5,Saturday,member,792
28E9C65FDB5A6DBF,Wednesday,member,267
28F4715ABCAFAB40,Wednesday,member,1306
28F93187AAE65F17,Sunday,member,425
28FD24D0E5106AC0,Sunday,member,607
2904FC245CDD1D03,Saturday,member,335
2911B798FB80B278,Thursday,member,1927
294728C11FB55C42,Tuesday,member,428
29586CBA82758F76,Monday,member,792
295EC4CAAB3C9816,Friday,member,506
2965D70D06887B34,Friday,member,1851
2973BF2D1F0F34AA,Monday,member,235
297E3F0517D5209B,Tuesday,member,996
297E7C93ED591F79,Friday,member,964
2980F70EE331D905,Thursday,member,696
2983F80FC44AD862,Friday,member,374
29ACAFF71C72DFCA,Monday,member,529
29B60A0924F3518C,Wednesday,member,371
29CE35ED6E8D9DDF,Thursday,casual,911
29D23C6857AD7281,Thursday,member,994
29D8F05187817436,Sunday,member,823
29E3FB9949732C0F,Thursday,member,961
2A0B9FA1BA4C8C66,Tuesday,member,277
2A1E1D792B3F8BC2,Monday,member,214
2A237860E1F1EF66,Saturday,member,153
2A2CF2B02577F0ED,Monday,member,298
2A4BB0D637E4DF34,Wednesday,member,198
2A4FCD8AAE32F068,Friday,member,1893
2A5BE1E2C5E0228F,Thursday,member,844
2A6DE171A4BFDFC6,Thursday,casual,746
2AB1BE3819C9E379,Sunday,member,532
2ACE2FCAD9A85D28,Saturday,member,399
2AD547A38FC4BAFD,Tuesday,member,782
2AE7AD0E6FE992F9,Friday,member,493
2B083D87DF92ED9E,Saturday,casual,3138
2B0BD5A6F8EF75C8,Thursday,member,1822
2B0D683B6C557F71,Wednesday,member,534
2B1AA49C0727084A,Sunday,member,879
2B1F40638FDB3E13,Friday,member,290
2B3AD4CA1CF02946,Friday,member,219
2B5DF5938C45DBB3,Tuesday,member,1004
2B9F8B4C4418AD5C,Wednesday,member,328
2BCF0A257404F2E7,Thursday,member,515
2BD1B5659955B190,Thursday,member,477
2C0C8A3A91097C61,Thursday,member,388
2C2580E6F1BE89C4,Monday,member,299
2C2D301B5C7FB54A,Thursday,member,489
2C318FD831639AD2,Thursday,member,157
2C5A5252D4AD9822,Friday,member,951
2C5CB18D51144740,Thursday,member,311
2C777130F10EFC75,Saturday,member,218
2C8B4A4A5AA1081D,Sunday,casual,1408
2CB5237FE37DA9BB,Tuesday,member,973
2CC1D0D704733CFE,Saturday,casual,1877
2CD7AC9B10AE8A56,Saturday,member,116
2CDBD8D548ECCF1F,Saturday,member,1221
2CE5932CC56162EA,Thursday,member,551
2CE7583737A818C4,Monday,casual,4477
2CF4B95D7C65C5C1,Monday,member,311
2CF6393573DE7250,Friday,member,936
2CF72E687975B9E7,Wednesday,member,1365
2D5B228CFBE70D17,Wednesday,casual,1852
2D5FC5BB7AFDB0A9,Friday,member,869
2D807BDC36C6D5DA,Sunday,member,1623
2DAFA026297DCA20,Tuesday,member,589
2DBAC0B6514E9263,Thursday,member,248
2DEBA20A4D962ACA,Friday,member,393
2DED2E3E7637643D,Saturday,member,191
2DFA69E4B1D3A283,Wednesday,member,615
2E1FDE68E3E9205C,Tuesday,member,1040
2E2AB38C6129A975,Thursday,member,741
2E359E1BF22AF47A,Friday,member,384
2E55340B40325777,Thursday,member,1273
2E5D7EF81EB523A7,Monday,member,142
2E6267320E312959,Saturday,casual,3647
2E764BECD655F64F,Tuesday,member,200
2E9F095EF0588D96,Wednesday,member,256
2EAA9EEA4A7E7AB7,Tuesday,casual,339
2EB4A1800372EC2C,Tuesday,casual,437
2EBB7C6DA8957456,Friday,member,1429
